teff,logg,mh,alpha,vmic,vsini,Li,C,N,O,Na,Al,Mg,Si,Ti,K,Ca,Mn,Cr,Ni,S,V,Sc,Ba,La,Eu,Y,Zn,Zr,Cu
5040,4.3,-2.47,0.13,0.86,5,-13.746,-5.776,-6.326,-5.786,-8.626,-8.376,-6.716,-7.386,-9.196,-9.026,-8.146,-8.696,-8.746,-8.196,-7.226,-10.756,-11.626,-12.416,-13.006,-14.126,-12.576,-9.556,-11.936,-9.986
5340,2.15,-2.47,-0.24,1.37,5,-13.746,-6.096,-6.446,-6.156,-7.956,-7.566,-7.406,-6.866,-9.546,-9.316,-8.186,-8.716,-8.836,-8.676,-7.276,-10.216,-11.606,-11.916,-13.336,-13.936,-11.886,-10.326,-11.696,-9.796
7870,4.54,-2.41,-0.14,2.35,5,-13.746,-5.586,-6.266,-5.626,-8.156,-7.686,-6.996,-7.236,-9.046,-8.936,-8.286,-9.236,-8.736,-7.726,-7.066,-10.466,-11.596,-11.896,-13.476,-14.256,-12.086,-10.266,-11.706,-9.776
5290,1.27,-2.44,-0.02,1.46,5,-13.746,-5.706,-6.316,-5.916,-7.716,-8.206,-7.316,-6.486,-9.506,-9.386,-7.786,-9.296,-8.886,-7.876,-7.286,-10.836,-11.186,-12.046,-13.316,-13.876,-11.806,-9.526,-11.906,-10.696
4160,1.35,-2.35,0.31,1.54,5,-13.746,-5.926,-6.496,-6.136,-7.746,-7.556,-6.626,-6.416,-9.836,-9.676,-7.636,-9.216,-9.006,-8.056,-7.546,-10.816,-10.986,-12.286,-13.476,-14.276,-11.716,-9.966,-11.646,-10.346
5380,0.85,-2.37,-0.38,1.54,5,-13.746,-5.586,-7.046,-5.926,-8.096,-8.376,-7.246,-6.646,-9.876,-9.016,-8.446,-8.926,-9.126,-7.896,-7.426,-10.466,-11.476,-11.916,-13.456,-14.266,-12.626,-9.586,-12.266,-9.926
5210,3.91,-2.48,-0.08,0.94,6,-13.746,-6.456,-6.966,-5.966,-7.816,-8.416,-7.036,-7.346,-9.666,-8.956,-8.276,-8.906,-9.016,-8.486,-7.506,-10.216,-11.216,-12.706,-13.766,-14.106,-12.556,-9.596,-12.346,-10.556
4800,1.67,-2.44,0.1,1.36,6,-13.746,-6.586,-6.776,-5.486,-8.076,-8.036,-6.576,-6.526,-9.516,-9.666,-8.276,-9.136,-8.806,-8.086,-7.536,-10.076,-11.536,-11.946,-13.096,-14.086,-12.676,-9.866,-12.116,-10.306
7640,3.48,-2.33,0.08,3.54,7,-13.746,-6.346,-6.866,-5.246,-7.886,-8.326,-6.546,-6.386,-9.346,-9.426,-8.146,-9.036,-8.716,-8.026,-7.456,-10.016,-11.056,-11.846,-13.476,-14.106,-12.446,-9.636,-11.646,-10.386
4690,1.78,-2.4,-0.12,1.35,7,-13.746,-5.746,-7.006,-6.066,-7.996,-8.446,-6.826,-6.816,-9.236,-8.956,-8.406,-8.466,-8.686,-8.286,-6.996,-10.286,-11.526,-12.196,-13.656,-14.366,-12.546,-9.926,-11.386,-10.546
4950,0.5,-2.46,-0.06,1.49,7,-13.746,-6.436,-6.786,-6.176,-7.776,-7.956,-6.976,-6.476,-10.066,-9.726,-8.256,-8.656,-9.316,-8.466,-7.546,-10.256,-10.986,-12.776,-13.646,-13.926,-12.646,-9.476,-12.056,-10.366
5310,4.47,-2.34,0.24,0.88,8,-13.746,-6.156,-6.326,-5.256,-7.806,-7.616,-6.686,-7.256,-9.526,-9.236,-7.686,-8.556,-8.446,-8.346,-7.246,-10.526,-10.926,-11.706,-13.416,-13.876,-12.256,-9.656,-11.906,-9.986
5980,4.62,-2.5,-0.02,1.05,8,-13.746,-6.466,-7.076,-6.016,-8.696,-7.696,-6.916,-6.776,-9.426,-9.276,-8.316,-8.776,-8.536,-7.956,-7.746,-10.486,-11.686,-12.626,-13.406,-13.736,-12.226,-10.396,-11.556,-10.256
4050,3.28,-2.32,0.06,1.36,8,-13.746,-5.676,-6.186,-5.276,-7.716,-8.116,-6.616,-7.296,-9.326,-9.256,-8.086,-8.766,-9.006,-8.446,-7.106,-9.936,-11.056,-12.406,-13.596,-13.416,-12.356,-9.736,-11.626,-9.656
4220,1.36,-2.48,-0.01,1.52,8,-13.746,-5.826,-6.256,-6.056,-7.756,-7.556,-7.266,-7.446,-9.636,-8.996,-7.886,-9.296,-8.496,-8.306,-7.546,-10.316,-11.766,-12.036,-13.626,-13.636,-11.816,-9.756,-12.046,-10.596
4790,0.7,-2.49,-0.36,1.47,8,-13.746,-6.076,-6.516,-5.376,-8.366,-7.586,-7.326,-7.146,-9.936,-9.366,-8.566,-8.976,-8.466,-8.376,-7.316,-10.136,-11.586,-12.446,-13.356,-13.746,-12.586,-10.346,-11.996,-10.016
4840,2.36,-2.43,0.16,1.27,8,-13.746,-5.666,-6.766,-6.006,-8.276,-7.896,-6.526,-6.976,-9.996,-9.336,-8.186,-8.866,-8.596,-8.196,-7.256,-10.056,-11.066,-12.236,-13.376,-13.876,-11.786,-9.346,-11.996,-10.076
5360,1.99,-2.31,-0.4,1.4,8,-13.746,-5.596,-6.636,-5.856,-7.746,-8.186,-7.236,-6.626,-9.896,-8.936,-8.376,-9.346,-8.756,-8.336,-6.746,-10.166,-11.046,-12.426,-13.556,-13.606,-12.006,-10.166,-12.176,-10.376
6090,1.77,-2.48,0.06,1.82,9,-13.746,-6.306,-6.386,-5.516,-8.376,-7.786,-7.086,-7.406,-9.896,-9.136,-7.946,-8.786,-9.216,-8.786,-7.196,-10.286,-11.156,-12.206,-13.026,-13.926,-12.806,-10.056,-11.886,-10.646
5220,0.39,-2.43,-0.12,1.54,9,-13.746,-5.896,-6.676,-5.706,-8.336,-7.806,-7.206,-7.366,-9.116,-9.546,-8.076,-8.566,-8.536,-8.426,-7.346,-10.036,-11.276,-12.436,-13.676,-13.636,-12.056,-9.936,-11.626,-10.286
6320,1.12,-2.36,0.39,2.09,9,-13.746,-6.246,-6.156,-6.166,-8.486,-7.516,-6.386,-6.686,-9.516,-9.136,-7.736,-9.046,-9.156,-8.206,-6.926,-10.436,-10.986,-12.186,-12.846,-13.436,-11.766,-10.206,-11.556,-9.856
5720,4.58,-2.43,0.08,0.97,10,-13.746,-6.156,-6.176,-5.666,-8.586,-7.986,-6.696,-7.356,-9.626,-9.316,-8.186,-8.546,-8.486,-8.266,-6.896,-10.686,-11.036,-11.986,-12.956,-14.326,-12.696,-9.406,-11.706,-10.046
5610,2.71,-2.33,0.22,1.41,10,-13.746,-6.426,-6.706,-5.606,-8.256,-8.056,-6.696,-7.306,-8.956,-9.596,-7.716,-8.736,-8.416,-8.536,-7.006,-10.626,-11.366,-11.766,-13.006,-13.666,-12.016,-9.456,-11.396,-10.256
5140,0.3,-2.48,0.34,1.53,10,-13.746,-6.596,-6.906,-6.196,-8.026,-8.306,-6.666,-6.806,-9.266,-8.936,-7.796,-9.426,-8.476,-8.666,-7.626,-10.206,-11.426,-12.796,-13.076,-13.826,-12.716,-9.646,-11.506,-9.776
6560,3.3,-2.36,-0.39,2.06,10,-13.746,-6.236,-6.766,-5.536,-7.996,-7.666,-7.256,-6.846,-9.686,-9.366,-8.426,-9.026,-8.736,-8.246,-7.426,-10.006,-11.706,-12.686,-13.696,-14.336,-12.366,-9.786,-11.786,-10.106
5190,0.43,-2.44,0.12,1.53,2,-13.736,-5.956,-6.776,-5.726,-8.356,-7.606,-6.626,-6.436,-9.376,-9.066,-8.206,-8.806,-8.966,-8.086,-7.486,-10.276,-11.276,-12.086,-12.896,-13.576,-12.436,-9.486,-11.616,-10.286
4120,0.37,-2.37,-0.4,1.67,2,-13.736,-5.526,-6.136,-5.836,-7.736,-8.046,-7.316,-6.986,-9.206,-8.856,-8.416,-8.516,-8.916,-8.226,-7.006,-10.596,-11.556,-12.506,-12.896,-14.166,-12.416,-9.906,-11.636,-10.566
4210,0.15,-2.36,0.13,1.65,2,-13.736,-5.596,-6.166,-5.326,-7.826,-7.556,-6.986,-7.226,-9.696,-9.106,-7.646,-8.546,-8.346,-8.286,-7.006,-10.826,-10.856,-11.796,-12.926,-13.946,-12.116,-9.836,-12.026,-10.256
4600,4.38,-2.37,0.32,0.85,3,-13.736,-6.216,-6.366,-5.596,-8.366,-7.576,-6.456,-7.216,-8.996,-8.846,-7.836,-9.306,-8.406,-7.886,-7.576,-10.286,-11.106,-12.466,-12.966,-13.656,-12.136,-9.926,-11.856,-10.396
4140,1.22,-2.38,-0.34,1.57,3,-13.736,-6.166,-7.056,-6.166,-7.926,-8.046,-7.176,-7.146,-9.206,-9.426,-8.436,-8.636,-8.896,-7.746,-7.546,-10.116,-11.196,-11.936,-12.996,-13.756,-12.286,-10.186,-11.706,-9.996
4770,0.14,-2.39,0.28,1.53,3,-13.736,-5.546,-6.666,-6.126,-7.796,-8.186,-6.726,-6.466,-9.206,-9.696,-7.666,-9.136,-8.856,-7.986,-7.016,-10.766,-11.526,-12.486,-13.106,-14.036,-12.576,-9.446,-11.356,-10.536
4010,0.41,-2.35,-0.37,1.72,4,-13.736,-6.406,-6.506,-6.116,-7.616,-8.026,-7.196,-7.276,-9.876,-8.946,-8.426,-8.606,-8.706,-8.636,-6.786,-10.016,-11.596,-12.246,-13.246,-14.286,-12.596,-9.266,-11.606,-9.766
7410,2.57,-2.41,-0.16,3.27,4,-13.736,-6.106,-6.736,-5.886,-7.986,-7.926,-7.136,-7.256,-9.186,-9.346,-8.196,-8.836,-8.786,-8.076,-6.886,-10.466,-11.656,-12.306,-13.266,-13.836,-12.606,-9.626,-11.646,-10.216
4630,3.0,-2.43,0.28,1.21,4,-13.736,-6.086,-6.656,-5.966,-8.346,-8.326,-6.546,-6.986,-9.296,-9.176,-7.936,-8.996,-8.906,-8.606,-7.016,-10.646,-11.256,-12.716,-13.666,-13.836,-12.396,-9.516,-11.546,-10.036
4800,0.92,-2.47,0.05,1.44,5,-13.736,-6.076,-6.856,-6.206,-7.936,-8.356,-7.206,-6.546,-9.236,-9.486,-7.806,-9.296,-8.816,-7.896,-7.556,-10.246,-11.386,-12.066,-13.446,-14.066,-12.256,-10.326,-11.976,-10.266
6770,2.87,-2.43,0.3,2.35,5,-13.736,-6.466,-7.046,-5.776,-8.456,-7.936,-6.726,-6.456,-9.536,-9.816,-7.716,-8.496,-8.766,-8.276,-7.486,-10.756,-11.636,-12.496,-12.836,-14.216,-12.186,-9.486,-12.146,-9.976
4950,4.89,-2.47,0.0,0.77,5,-13.736,-5.776,-7.066,-5.876,-8.516,-7.946,-6.546,-7.396,-9.246,-9.656,-8.566,-8.796,-8.466,-8.536,-7.376,-10.776,-11.916,-12.686,-13.626,-13.586,-12.126,-10.226,-12.016,-10.056
4460,3.35,-2.36,0.19,1.19,5,-13.736,-6.236,-6.206,-5.836,-8.546,-8.036,-6.926,-7.146,-9.666,-9.416,-7.596,-9.156,-8.296,-8.556,-7.526,-10.626,-11.016,-11.886,-13.176,-14.066,-11.956,-9.556,-11.966,-10.326
4220,0.89,-2.37,0.16,1.57,5,-13.736,-6.506,-6.206,-6.086,-8.236,-8.206,-6.396,-6.616,-9.806,-8.996,-8.196,-8.726,-9.186,-7.816,-7.686,-10.546,-11.336,-12.476,-13.256,-13.806,-12.296,-9.996,-11.576,-10.056
5000,1.23,-2.34,-0.16,1.41,6,-13.736,-5.596,-6.956,-5.376,-8.396,-8.216,-6.756,-6.876,-9.246,-8.816,-8.436,-8.886,-8.406,-7.696,-6.846,-10.186,-11.506,-12.666,-13.006,-13.826,-12.406,-9.616,-11.906,-10.166
4360,3.66,-2.48,0.14,0.95,6,-13.736,-6.056,-6.806,-6.096,-7.956,-7.656,-6.476,-6.976,-9.726,-8.956,-8.396,-9.266,-8.826,-8.326,-7.616,-10.356,-11.156,-12.056,-13.416,-14.446,-12.326,-9.506,-11.946,-10.166
6040,4.23,-2.45,0.3,1.13,6,-13.736,-6.336,-6.956,-5.556,-8.396,-8.216,-6.596,-6.696,-9.726,-9.416,-7.886,-8.736,-8.716,-8.486,-6.956,-10.896,-11.856,-12.476,-13.076,-14.116,-11.836,-9.926,-11.966,-9.806
6200,2.77,-2.47,0.06,1.78,6,-13.736,-5.656,-6.766,-5.766,-7.976,-8.046,-6.876,-6.616,-9.846,-9.736,-8.136,-8.946,-8.806,-8.556,-7.506,-10.026,-11.376,-12.746,-13.486,-13.826,-12.446,-10.046,-11.776,-10.586
5080,1.89,-2.37,0.18,1.35,6,-13.736,-6.136,-6.326,-5.796,-8.336,-7.976,-6.856,-6.466,-9.306,-9.326,-7.716,-8.926,-8.936,-8.206,-6.946,-10.606,-10.996,-11.936,-13.286,-13.746,-12.186,-10.266,-11.956,-9.646
7610,2.46,-2.34,-0.14,3.62,7,-13.736,-5.866,-6.136,-5.776,-8.276,-8.416,-6.876,-7.096,-9.826,-9.246,-8.276,-8.966,-8.706,-8.266,-7.136,-9.946,-11.586,-12.606,-13.476,-13.796,-11.846,-10.176,-12.006,-10.256
4240,2.34,-2.36,-0.2,1.39,7,-13.736,-5.916,-6.826,-6.056,-8.466,-8.026,-6.906,-7.226,-9.546,-9.356,-8.396,-8.436,-8.506,-8.206,-6.716,-10.206,-11.776,-11.906,-13.116,-13.856,-12.636,-10.176,-11.856,-10.056
6810,3.14,-2.35,-0.04,2.36,7,-13.736,-6.296,-6.756,-6.106,-8.076,-7.696,-6.566,-6.636,-9.956,-8.796,-8.386,-8.776,-8.606,-8.266,-7.456,-10.736,-11.116,-11.976,-13.606,-13.446,-12.356,-9.626,-12.156,-10.356
4680,3.1,-2.44,-0.18,1.19,7,-13.736,-6.266,-7.126,-5.356,-7.956,-7.556,-7.056,-7.406,-10.016,-8.906,-8.356,-8.856,-8.796,-8.206,-6.816,-10.596,-10.986,-11.866,-13.206,-14.006,-12.756,-9.636,-11.486,-10.416
5740,0.87,-2.44,0.46,1.69,7,-13.736,-5.966,-6.496,-5.466,-7.786,-8.006,-6.466,-6.886,-9.426,-9.326,-7.676,-9.016,-9.166,-8.366,-7.256,-10.926,-11.586,-12.646,-13.756,-13.736,-12.176,-9.386,-12.136,-10.276
5280,1.96,-2.47,-0.05,1.38,7,-13.736,-5.936,-7.126,-5.806,-7.776,-7.566,-7.296,-6.486,-9.256,-9.026,-7.916,-9.476,-8.996,-8.676,-7.066,-10.016,-11.856,-12.106,-13.496,-14.326,-12.456,-9.796,-11.546,-10.166
5110,0.44,-2.35,-0.01,1.51,7,-13.736,-6.296,-6.196,-5.526,-7.636,-7.596,-6.406,-6.986,-9.816,-8.906,-8.486,-8.736,-8.866,-8.256,-7.116,-10.336,-11.096,-12.606,-12.786,-13.446,-12.256,-9.506,-11.656,-10.056
5680,0.83,-2.31,-0.1,1.66,8,-13.736,-6.386,-6.106,-5.796,-8.166,-8.146,-6.536,-6.736,-9.156,-9.406,-8.466,-9.066,-8.336,-7.926,-7.006,-10.526,-11.086,-12.076,-13.016,-14.206,-11.816,-10.186,-11.626,-10.286
4340,1.55,-2.4,0.03,1.45,8,-13.736,-6.126,-6.966,-5.566,-7.676,-7.706,-6.566,-7.296,-9.046,-9.156,-8.356,-9.306,-8.686,-8.266,-7.446,-10.916,-11.016,-12.126,-12.946,-13.516,-12.696,-9.676,-11.856,-9.856
5140,1.56,-2.34,-0.13,1.4,8,-13.736,-5.536,-6.566,-5.736,-8.466,-7.966,-7.276,-6.686,-9.696,-9.076,-7.846,-8.846,-9.176,-8.416,-7.646,-10.126,-11.256,-12.276,-12.886,-13.896,-11.896,-9.416,-11.366,-10.146
5970,4.26,-2.36,-0.04,1.1,9,-13.736,-5.886,-6.306,-5.826,-8.376,-8.076,-6.716,-6.696,-9.436,-8.796,-8.276,-8.966,-8.676,-8.096,-7.096,-9.946,-11.526,-12.436,-12.816,-13.516,-11.746,-9.676,-11.416,-10.176
5490,2.46,-2.38,0.04,1.39,9,-13.736,-5.906,-7.006,-5.776,-8.056,-7.976,-6.616,-6.916,-9.576,-9.236,-8.246,-9.406,-8.546,-8.396,-7.566,-10.376,-11.406,-11.756,-13.596,-13.676,-12.156,-10.126,-11.536,-10.056
5240,1.25,-2.4,-0.12,1.45,9,-13.736,-6.516,-6.696,-5.926,-7.796,-7.986,-7.206,-7.286,-9.836,-9.416,-8.006,-9.236,-8.766,-7.906,-6.896,-10.256,-11.656,-12.086,-13.176,-13.886,-11.796,-10.026,-11.666,-10.146
4190,0.76,-2.42,-0.24,1.6,9,-13.736,-6.326,-7.076,-5.326,-8.456,-7.616,-7.376,-6.576,-9.056,-8.936,-8.136,-9.296,-9.136,-8.696,-7.616,-10.746,-11.006,-12.226,-13.226,-13.916,-12.266,-10.206,-12.076,-10.596
4690,2.07,-2.44,0.04,1.32,9,-13.736,-6.166,-7.006,-6.176,-7.756,-7.806,-7.116,-6.496,-9.336,-9.606,-7.866,-8.596,-8.506,-8.476,-7.756,-10.606,-11.056,-12.226,-13.406,-14.056,-12.596,-10.336,-11.686,-10.376
7700,4.49,-2.34,0.25,2.2,10,-13.736,-5.826,-6.086,-6.076,-8.516,-8.316,-6.396,-6.746,-8.976,-9.736,-7.966,-8.506,-8.646,-7.766,-6.766,-10.226,-11.596,-12.376,-13.146,-13.846,-12.456,-9.656,-11.316,-10.556
7160,2.41,-2.41,-0.08,2.92,10,-13.736,-5.656,-6.266,-6.016,-7.966,-8.376,-7.166,-6.896,-9.726,-9.536,-8.006,-8.686,-9.106,-8.346,-7.616,-10.046,-11.346,-11.866,-13.186,-13.666,-12.266,-9.916,-12.096,-10.546
6910,4.43,-2.39,0.17,1.58,10,-13.736,-6.006,-6.896,-5.506,-8.206,-7.596,-6.586,-7.246,-9.366,-9.136,-8.036,-8.746,-9.016,-8.286,-7.076,-9.936,-11.116,-12.706,-13.286,-14.356,-12.686,-9.426,-12.126,-9.726
4330,1.83,-2.35,-0.18,1.42,10,-13.736,-6.196,-6.386,-5.876,-7.846,-7.926,-7.266,-6.556,-9.946,-9.546,-7.976,-8.846,-8.296,-7.726,-7.076,-10.156,-11.406,-12.586,-13.686,-14.116,-11.876,-10.136,-11.866,-10.356
4100,1.28,-2.34,-0.19,1.58,10,-13.736,-6.046,-6.236,-5.346,-8.516,-8.366,-6.956,-7.236,-9.516,-9.586,-8.286,-8.926,-9.076,-7.746,-7.106,-9.906,-11.336,-11.856,-13.286,-13.696,-11.796,-9.966,-12.006,-9.926
6090,4.64,-2.45,-0.21,1.1,2,-13.726,-5.686,-6.446,-5.576,-7.776,-8.056,-7.106,-7.166,-9.466,-8.946,-8.396,-9.286,-8.566,-8.516,-6.826,-10.296,-11.276,-12.726,-13.236,-14.366,-12.286,-9.446,-11.456,-10.126
6490,2.21,-2.36,0.06,2.12,2,-13.726,-6.016,-6.566,-6.136,-8.406,-8.126,-7.146,-6.736,-9.196,-9.436,-7.626,-8.586,-8.886,-7.796,-7.176,-10.656,-11.436,-12.146,-13.086,-13.666,-12.286,-10.096,-11.806,-10.636
4760,2.54,-2.31,-0.4,1.25,2,-13.726,-5.846,-6.826,-5.926,-8.276,-8.176,-7.236,-6.776,-9.756,-9.426,-8.356,-8.636,-8.766,-7.736,-7.446,-10.686,-11.606,-12.056,-13.326,-13.846,-11.906,-9.926,-12.226,-10.356
4780,0.49,-2.37,-0.16,1.49,2,-13.726,-5.556,-6.686,-5.646,-7.966,-8.166,-6.846,-6.946,-9.796,-9.276,-8.386,-8.486,-8.506,-7.756,-6.806,-10.576,-11.156,-12.416,-12.996,-13.956,-11.806,-9.646,-11.486,-9.846
6030,3.0,-2.44,0.44,1.62,3,-13.726,-6.156,-6.896,-5.826,-8.516,-7.746,-6.476,-7.076,-9.986,-9.006,-7.696,-8.566,-8.906,-8.216,-7.616,-10.956,-11.666,-12.536,-13.776,-14.236,-12.546,-9.936,-12.346,-10.396
4430,1.51,-2.47,-0.07,1.43,3,-13.726,-6.606,-6.596,-5.666,-8.116,-7.636,-6.836,-7.086,-9.226,-9.656,-8.426,-8.906,-8.486,-8.046,-7.626,-10.266,-11.516,-12.696,-13.076,-14.486,-12.226,-10.066,-12.096,-9.956
4780,1.36,-2.47,0.31,1.39,3,-13.726,-5.906,-7.076,-5.526,-8.246,-8.016,-6.686,-7.256,-10.076,-9.236,-7.826,-9.266,-8.586,-8.106,-7.576,-10.546,-11.756,-12.736,-12.896,-13.716,-12.716,-9.956,-11.856,-10.146
5050,0.27,-2.3,-0.31,1.52,3,-13.726,-5.656,-6.206,-5.316,-7.576,-8.136,-7.006,-6.936,-9.676,-9.086,-8.396,-9.046,-8.626,-8.296,-7.476,-9.866,-11.156,-11.926,-12.756,-13.476,-12.306,-9.566,-11.596,-10.286
4210,2.09,-2.41,-0.03,1.44,3,-13.726,-5.996,-6.956,-6.006,-8.476,-7.786,-7.256,-7.176,-9.936,-9.066,-7.806,-9.026,-8.946,-8.126,-7.386,-10.726,-11.436,-12.456,-12.816,-14.426,-12.546,-9.946,-11.736,-10.056
4350,1.34,-2.31,-0.28,1.47,3,-13.726,-5.516,-6.536,-5.676,-7.676,-7.496,-7.146,-7.196,-9.346,-9.666,-8.226,-8.596,-9.066,-8.186,-7.486,-10.746,-11.446,-12.246,-13.286,-13.486,-11.906,-10.006,-11.736,-9.666
6130,3.01,-2.47,0.06,1.7,4,-13.726,-6.066,-6.626,-5.606,-8.476,-8.396,-6.996,-6.616,-9.426,-9.336,-7.996,-8.676,-8.716,-8.256,-7.226,-10.296,-11.506,-11.946,-13.176,-14.336,-12.236,-9.576,-12.036,-9.766
4310,0.92,-2.42,-0.23,1.53,4,-13.726,-5.906,-6.936,-6.226,-8.596,-8.456,-6.986,-7.266,-9.096,-9.546,-8.496,-8.866,-8.626,-8.576,-7.066,-10.476,-11.726,-12.716,-13.776,-14.316,-12.016,-9.386,-12.296,-10.356
7360,2.17,-2.41,0.18,3.25,4,-13.726,-6.506,-6.196,-6.246,-7.916,-7.636,-6.666,-7.156,-9.726,-9.826,-7.966,-8.736,-8.516,-7.826,-7.456,-10.596,-11.786,-11.886,-13.616,-13.906,-12.546,-10.266,-11.936,-10.606
6680,1.67,-2.46,0.17,2.39,4,-13.726,-6.146,-6.796,-6.196,-8.406,-8.056,-6.726,-6.856,-9.326,-9.796,-8.036,-8.496,-8.486,-8.336,-7.676,-10.656,-11.296,-12.246,-12.836,-13.906,-12.616,-9.746,-12.206,-9.806
5500,2.58,-2.35,-0.15,1.38,5,-13.726,-6.456,-6.256,-5.276,-8.586,-7.986,-6.756,-7.026,-8.976,-9.246,-8.426,-8.996,-8.606,-8.246,-7.516,-10.696,-11.426,-11.976,-13.096,-13.806,-11.786,-10.246,-12.176,-9.686
6040,4.6,-2.43,0.38,1.08,5,-13.726,-6.346,-6.436,-5.716,-8.176,-7.616,-6.546,-7.196,-9.116,-9.396,-7.746,-8.706,-8.886,-8.346,-7.056,-10.356,-11.826,-12.256,-12.836,-13.536,-12.176,-9.836,-11.606,-10.696
4480,1.03,-2.48,-0.23,1.47,5,-13.726,-6.366,-6.716,-6.086,-8.596,-8.116,-7.236,-6.646,-9.786,-9.196,-8.366,-9.316,-8.606,-8.386,-7.426,-10.866,-11.896,-12.226,-13.726,-13.986,-12.336,-9.396,-11.796,-10.696
4180,0.92,-2.48,-0.08,1.58,5,-13.726,-6.016,-7.106,-5.926,-8.026,-7.606,-7.436,-7.236,-9.726,-9.196,-7.866,-8.716,-9.096,-8.586,-7.466,-10.416,-11.316,-12.206,-13.036,-14.026,-12.076,-10.066,-11.676,-10.646
7210,3.92,-2.45,-0.08,1.87,6,-13.726,-6.456,-6.366,-5.576,-7.886,-8.276,-6.996,-6.746,-9.506,-9.826,-8.256,-8.846,-9.266,-8.566,-6.966,-10.756,-11.706,-11.926,-13.726,-13.906,-12.576,-9.506,-11.856,-10.266
7600,3.86,-2.4,-0.18,2.2,6,-13.726,-5.726,-6.626,-5.456,-8.136,-8.026,-7.286,-6.586,-9.596,-9.566,-8.046,-8.636,-8.816,-8.156,-7.526,-10.186,-11.676,-12.186,-13.656,-13.546,-12.096,-10.186,-11.766,-10.256
5370,0.91,-2.44,0.28,1.53,6,-13.726,-6.206,-6.936,-6.096,-8.496,-8.356,-6.516,-6.896,-9.406,-9.046,-7.986,-8.726,-8.476,-8.616,-7.176,-10.686,-11.296,-12.456,-13.696,-14.386,-12.306,-9.886,-12.206,-9.766
4010,0.16,-2.31,-0.16,1.74,6,-13.726,-5.736,-6.096,-5.896,-7.686,-8.316,-6.726,-6.476,-9.646,-9.066,-8.386,-8.396,-8.726,-8.116,-6.886,-10.846,-10.856,-12.156,-13.566,-13.696,-11.826,-9.986,-12.016,-9.926
6150,4.65,-2.44,-0.25,1.12,7,-13.726,-5.986,-6.436,-5.766,-8.286,-8.086,-7.056,-7.376,-9.856,-9.496,-8.506,-8.976,-8.496,-8.276,-7.326,-10.876,-11.786,-12.766,-13.656,-13.716,-12.486,-9.976,-11.926,-9.876
4580,2.61,-2.35,0.24,1.27,7,-13.726,-6.156,-6.446,-5.386,-7.866,-7.966,-6.596,-7.266,-9.526,-9.676,-7.816,-9.056,-8.246,-8.066,-7.326,-10.786,-11.476,-12.326,-12.966,-14.306,-12.656,-9.646,-11.606,-10.596
7780,4.25,-2.4,-0.05,2.3,7,-13.726,-6.466,-6.636,-5.396,-8.476,-7.596,-6.616,-6.906,-9.956,-9.486,-8.466,-8.996,-8.796,-8.566,-7.046,-10.866,-11.166,-11.816,-12.966,-13.816,-12.046,-9.966,-11.876,-9.736
4460,0.34,-2.29,0.25,1.55,7,-13.726,-5.466,-6.006,-5.176,-8.096,-7.946,-6.486,-7.176,-9.436,-8.716,-7.776,-8.906,-8.946,-8.196,-7.056,-10.716,-11.616,-11.906,-13.346,-13.346,-12.136,-9.356,-11.776,-9.606
5190,2.12,-2.35,-0.34,1.34,7,-13.726,-5.896,-6.376,-5.486,-8.356,-8.416,-7.036,-6.636,-9.246,-9.706,-8.536,-8.456,-8.306,-7.736,-7.466,-10.146,-11.756,-11.856,-13.226,-14.116,-12.296,-9.876,-11.956,-10.136
5090,0.42,-2.42,-0.1,1.51,7,-13.726,-5.916,-6.246,-5.666,-8.346,-7.676,-7.186,-7.336,-9.666,-8.876,-8.036,-8.896,-9.076,-8.626,-6.876,-10.656,-11.016,-12.386,-12.826,-13.536,-12.076,-9.776,-11.836,-10.396
4470,0.37,-2.42,-0.16,1.55,7,-13.726,-6.346,-6.596,-5.276,-8.086,-7.706,-6.776,-6.566,-9.746,-9.636,-8.556,-9.056,-8.626,-7.786,-7.616,-10.276,-11.036,-12.766,-13.106,-14.156,-12.546,-9.466,-11.546,-10.496
5350,2.07,-2.31,0.09,1.39,7,-13.726,-5.856,-6.486,-5.416,-8.156,-7.486,-6.686,-6.796,-9.126,-9.616,-7.936,-9.066,-8.316,-8.056,-7.066,-10.156,-11.276,-11.806,-12.996,-13.966,-11.766,-9.696,-11.956,-9.906
5020,3.78,-2.36,0.05,0.93,8,-13.726,-5.866,-6.636,-6.006,-8.286,-8.116,-6.346,-6.676,-9.876,-9.026,-8.466,-9.116,-8.406,-8.396,-7.126,-10.356,-11.486,-12.306,-13.456,-13.746,-12.636,-10.076,-11.676,-10.136
6090,3.13,-2.35,-0.33,1.65,8,-13.726,-5.556,-6.516,-5.876,-7.946,-7.436,-7.016,-6.596,-9.956,-9.656,-8.526,-8.986,-8.576,-8.466,-7.606,-10.126,-11.016,-12.696,-13.526,-14.056,-12.526,-9.986,-11.996,-9.636
4560,3.22,-2.49,-0.09,1.19,8,-13.726,-6.276,-7.006,-5.476,-7.886,-8.546,-6.716,-7.066,-9.126,-9.126,-8.626,-9.046,-8.766,-8.486,-7.836,-11.016,-11.696,-12.136,-12.886,-13.556,-12.426,-9.526,-11.866,-10.226
